content,score
"Okay, the user center needs work. I can't even assign an email to my account because it always says ""too many requests, please refresh and try again later"" like bro, Ive been trying to put an email to my account for a whole day now. And ITS my fault if I forget to set an email and lost my account.",1
"The game keeps crashing when it’s almost at 100%, so I can’t play anymore since my phone uses an IMG GPU. But before the 6.1 update, I could play just fine using this device. 🙃",1
I would like to suggest some quality of life features about adding a notification icon on the Destiny Drawn (Travel Accounts) and Parametric Transformer so we can see the icon on the upper left of the map when it's ready because I always keep forgetting it every week.,5
"Hello, I have been trying to play genshin the past few days but the game would not let me in and always show ""connection timeout"" when i play in the asia server, but it can play on other server like the eu. Plss help, i dont wanna lose my acc for some technical reason at your end.",3
"1 STAR REVIEW FOR THE FOLLOWING: 1. FARMING TOO MUCH TRASH ARTIFACTS, 2. EVERY PATCH IS TOO DRIED FOR END-GAME PLAYERS, 3. END-GAME MODES ARE FOR WHALERS ONLY, 4. NOT IMPROVED ARTIFACT FARMING IN CRAFT TABLE (SUPER SUCKS), 5. ARTIFACT ROLLING IS STILL NOT IMPROVED!!! IT TAKES YEARS BEFORE WE CAN PERFECT A SINGLE CHARACTER, 6. STILL NO FRAGILE RESIN RESERVIOR, 7. NO SKIP BUTTON, LASTLY, 8. NEW PATCH - MILLIASTRA IS TOO IRRELEVANT AND TRASH AND THERE IS NO UNINSTALL RESOURCES FOR IT, SUCKS!",1
"new content in miliastra wonderland is a waste of space, genshin should make an option to delete that part of the content. it's a waste of space of mobile users that only want to enjoy the main gameplay. it's 3gb worth of storage and I'm not gonna be playing that content at all. they should've considered mobile users",1
"We need a skip button, your stories are bad anyway no one would care about it, and the rewards are not enough for wasting such big time on a single enigma I don't like natlan too it's too hard to explore even with natlan characters and I added one star because the artifact system got better",2
"i have been playing since one month after the game releases, there are some good and bad things about the game. for the good things, this design of the world and the graphics are so good, i like the casual and relaxing mood and the battle isn't hardcore, and the best of all is their music is super amazing. now for the bad things, the devs are kinda stingy i think they should give more rewards, the 4 star characters can be usable only if c6, and the gap numbers between male and female kinda suck",3
"Been playing for 2 years and I've tried genshin in multiple devices, really smooth and has no lag. barely encountered any bugs. the events and story quests are fun to do but can sometimes be a chore. storage reaches 35gb at most. EDIT: I had to restart an account, ever since natlan was released i didn't pay much attention anymore, it's like the mystical aesthetic was gone. i liked all the quests up until Fontaine. i hope by Snezhnaya, I'll be able to enjoy it again like before.",4
"I'm currently playing on both mobile and PS5 but for some reason I can't here the sound effects of the skill and burts being casted during battle only outside of it, and I haven't changesd any setting.",1
"I tried to give Miliastra Wonderland a chance, but man… it’s just boring. The customization is nice, but what’s the point when it doesn’t connect to the main game? It’s like they made a whole new mode nobody asked for. Genshin’s still great, but this update? Pure storage tax.",1
"been playing this game for 2 years, peak. Even though I'm dissatisfied with the lack of poc (people of color) representation. I was gonna farm stuff today, i suddenly can't play. It keeps on crashing on me. What should i do?",3
"i played this game since 2021, Its fun at first and I play it 24/7, but slowly until now, after many characters being shipped, new updates and characters, Its started to get boring for me, because of all the ships and updates. I mean, its fun but I think I should quit this game soon (not saying this game is bad, js saying)",4
"What the hell is Lauma's design? She's almost naked and her chest is absurdly large, it's just like balloons. It looks like your new director is a gooner... While male characters are wearing tons of layers of clothes, not to mention the ratio between males and females. Please, buy your creepy director a specific doll or a toy, he has a problem with his head.",1
"I love this game but the addition of Miliastra Wonderland was so unnecessary. It would've been cool if they hadn't paywalled all the outfits, like the didn't attempt to make it F2P. Safe to say almost no one will be using the new game mode.",1
"that is soooo good game to play. you also play genshin impact graphic story video great and 1 think you well Download. first try 1 time that think about the Game. ❤️❤️😆👍👍 is cool game I am playing houre to play and multiple playing is so good but, something is also not good just like i can't play multiplayer playing more people just because my world level and my playing level up long time do but lovely game that say to people who created the game genshin impact YouTube hard work i can't say",5
"This my favorite game!! Its very beautiful and the storyline and characters are entertaining. The only thing i don't like is how much storage it takes up and how long it takes to download, it is worth the wait though. I do not recommend if you have bad internet.",5
I just finished downloading the resources and I was transferred to compiling shaders but while it was loading/compiling it constantly crashes and my system tells me that it was a app error. I was existed to play the game but that was turn off,1
"The storyline is epic of this game and also the graphics are excellent. This game fullfill every gamer needs like fighting, adventure, hunting, story, exploring, thriller, everything is there in this game. omce give this game a try. 👌🏻💫 Please add 90 and 120 fps for Android users also.",5
"They spent all their dev time and money on a ripoff Roblox that is super clunky and unfun. They also introduced a whole new gacha system for that gamemode only, where you need to spend hundreds to get a single costume that changes nothing gameplay wise.",1
"This game is beautiful, the story the mechanics, the exploration. It's all so well done. edit: I came back to the game after leaving it because of studies and such for 2 years, and I gotta say, the story is very interesting and became way better, and the characters look amazing still. Very nice job. What I'd like added into the game is an option to quit mid quest and not have to redo half of it",5
I recently came back but I think hoyo forgot about low end phone users :( cause a lot of the timed challenges tend to get really annoying because loading time takes half the time I need to complete one. I also think some end game challenges just don't take phone users into consideration at all cause I've only seen pc users clear them online. idk might be skill issue but the number ticking down while I wait for the enemy to load in doesn't help.,2
"Don't get me wrong, this is the best game I've ever played, but the new Miliastra Wonderland feature is astronomically greedy. You cannot even keep the DEFAULT, STARTER OUTFITS, and you are NOT told this in character customization. There is no way to earn tokens for the outfit gacha besides real money, unlike the character banners. You've taken up a TON of space for a useless feature that doesnt even allow for the customization it advertised. I'm so upset. Also, please bring back Capitano.",1
Miliastrawonderland is the worst thing that could happen to genshin almost everything required real money to get an item 300$ for a single item btw can't believe you guys waste resources and time for this should have spent on base game instead.,1
before it was 5 star now it's a one because of Miliastra Wonderland. Customizing our avatars and making our own game makes it look like it's similar to Roblox but a bit worse. Also getting these cosplaying outfits costs money so you developers are so greedy for this. And they did not add the skip feature into the game. Sadly to say this is a solid 1 for me. With Miliastra Wonderland here Genshin is not the same anymore.:(,1
"hello again genshin. I previously made a rating about the game stopping whenever I tried to play the game, and it happened again. I was just about to prefarm for flins but since the game kept stopping I have no choice but to postpone the prefarm for now. I hope you're able to fix this issue as soon as you can as I do enjoy my time playing this game and I feel really upset with this current issue. thank you!",3
"After the recent update, my phone suddenly can't play genshin anymore. It just crashes during compiling shaders. I thought I was the only one but there's also lots here who has the same situation as me. Hoyo, please address this issue.",1
"Changing my review. The devs of this game are really greedy! Really, lvl 100 behind the paywall? Only few f2p players could reach that unless they played the game since it was released. But for me who started at v.4.5 and loved it, before natlan. I spent so much time grinding and never questioned myself if it's worth the time. But now? I couldn't even put myself to finish the daily quest, knowing that it's meaningless as for not having a whale account! This game becomes more greedier and uglier!",2
"idk men, the game feels absolutely different, i got bored and it feels like a job not gonna lie. please add a skip button. the game has some things that i am not interested about and it has a lot of text. but of course you guys wont look at this review and actually add the skip button is been 6 years already since the game launched and honkai star rail got it first than genshin other games from the company are way better than genshin now.",4
"The game no longer supports powervr GPUs and certain Imagination technologies chipsets like dimensity 7000 series. I can't play Genshin anymore 😢. Thank you for those 3 years and 8 months, you're still the best game ever and no one can replace that to me.",5
"the stories are good and interesting👍,but it's annoying when the traveler (the person you play) has a voice actors but has hardly any lines. and then there are a handful of female characters that have really revealing outfits. One of the new nod-kry characters shows half her chest and a lot of her hips. its not hard to make her a pretty outfit without showing her chest.",1
"Luna II Archon quest saved this update! it's the only thing thats actually good, gacha system still sucks, lacks endgame content and MW is just an additional cash grab game mode, a different currency which is irrelevant on the original story, it's just for costume! A gacha within a gacha.",3
while setting the trends in gacha rpg but over the years seems to be lagging behind. start to feel bit boring. dun really feel like spending too much time on unnecessary stuffs and rewards are not attractive. only left to see what in store for main story,4
"One of the best open world Games I've played but the fan service on some characters is really annoying and weird, but the gameplay is so fun. we really need more Black haired characters and more masculine ones too.",5
this game is good I'll give you that but the combat is old school but really fun to play and I usually do my daily crash out but this game does not listen to It's fans and every time I get stuck on something when I'm climbing a wall there's no tools to save me please start listening to us I love the game so far I've played and also in the next update can you make it like the underworld not like natlan or nod_krai make the game more hardcore thank you.🫡,4
PLEASE ADD A SKIP BUTTON!!!! its just that every gacha game has one and genshin doesn't have???!!! most of the times its really boring for ppl to listen to some of the useless dialogues ... pls just add a skip button for some of the story parts EDIT : Btw some of the ppl don't have enough space for 30GB download !!! and make more rewarding for players it would really help the f2p community thx 🙏,3
"last update on version luna 2, everytime compiling shader reach 100%, the game just restarting again and again, even after uninstall and re-install, it still the same. So dissapointing, I played genshin from the first time the game launched, and I really enjoy playing it.",1
"To be honest, This game is great, the artworks are cute and decent, but I still hate gambling since I don't have money. And I did enjoy other characters' journey, but it didn't satisfy me because it did neither explore more of the characters or unripe their growth as the people more.",3
I'm giving this a four ⭐ because sometimes I'm having a hard time switching between two accounts. I don't know the exact reason but it freezes in a loading screen while switching accounts please me fix this problem,4
"One thing that's annoying is that it just starts compiling shaders when I just want to play the game, like bro I do NOT want to wait THIRTY MINUTES just to download some shader. Just make it completely optional please. it's just so demotivating",2
"Hello, my problem here is that the game keeps kicking me out while its still loading making me unable to play please fix this issue since it took me 6 tries to load the game properly and i even reduced my storage to get the lag away, im trying to enjoy the game please fix this :(((",2
I can't play the game anymore due to its compatibility... even some good phones are affected... and not all people have the money to buy a better phone or computer! I wasted my money for nothing! I used money for characters and instead I can't even play anymore!,1
"it's a pretty great game, I come back dry now and then, but the miliastra wonderland update just kicks me out of the game after loading in the graphic, which that itself takes forever on my phone despite having a good wi-fi.",2
My app is crashing down numerous times and I can't even open it. Edit: I saw a post that Mediatek dimensity 7020 isn't supported now to run the game. Why why why?! Go back! I'm playing to relieve my stress so don't stress me out even more.,1
Game took a bit of a stride down powercreep lane for a bit but seems to be returning to form slowly. Still miles ahead of many Mobile games and the open world is just phenominal.,3
"Milliastra Wonderland is sucks, cause everything needs to be paid. after knowing everything is paywalled, I wish we could have an option to either install the game or not. it kinda takes up the space. Delete the mode, hoyo, I didn't even play it, heck not everyone gonna pay it but your CN whaler players. DELETE MILLIASTRA WORLD FROM GENSHIN HOYO",1
"been playing since the beginning. it fun to have challenges. had quit a long time ago. hit AR60 and tried to enjoy the game multiple times but right now genshin has been greedy. wishing system is bad. really bad. you cant even use the OG characters for the end game cause they cant keep up with the newer ones. it is way too imbalance. We understand that they should make some profit, but not this way that you are milking your community.",1
I invested too much time on this game but suddenly my account disappeared for the second time. It's a bit boring to play again and again from the start. edited: after reading some reviews I now understand that I am not alone . i think i need to quit now. sad!,1
"It's unfortunate but a lot of player got locked out of the game because of they're using PowerVR GPU, which is very common. Not sure what's the reason but I hope it's worth losing millions of players and revenue.",1
"I sent email After the recent Genshin Impact update, the game crashes automatically after reaching 100% compiling shaders. It returns to the home screen before the login screen appears. I have already tried the following steps but the issue still persists: Cleared cache,Restarted device,Disabled HW overlays,Changed Graphics driver preference to System graphics driver,Turn off VPN & Private DNS,Ensured 50+ GB free storage,Disabled battery optimization for the app Device: Moto G54. But no reply",1
"It's already been 5 years since this game launched and they still didn't have a skip button also this company has become more greedy by implementing lvl 100 via pay wall...it's going to take a year for f2p and low spender to catch up to the game. if u asking people to review, stop forcing them to give a good review even the game is already worse.",2
"We don't like the new miliastra, I don't even open it , better if you'll effort for characters skins with diffirent gameplay sfx maybe you'll get better income hahaha anyways wrong move all players wanted diffirent and also lower the pity maybe ill pursue to spend more on pass and primos, also please make username unlinkable and changeable to avoid hacks of acc",1
"I cannot enter the game because my game keeps crashing when compiling shaders, typically around 97.9%. I've already uninstalled and reinstalled it multiple times, but it keeps happening.",1
"One of the best adventure games I've ever played. The graphics, gameplay, stories, and everything about the game is good. But it really requires a lot of time and effort to build your characters from farming materials to upgrade weapons, talents, character level, etc., especially farming for primogems.",3
"this game has its ups and downs such as it has a great story line,great characters and a big map for exploration but it's annoying how this is a game that takes up 30-40 GB and is very hard for mobile players to try but I would recommend it (i you can download it of course)",5
"Genshin is literally amazing! Good graphics , nice theme songs , character designs , story , cool skills and powers. Also i love the events and the free primogems !fixed the problem with epitomised path! now my issues are only the way the chronicle wish banner and the way it work as for now the only worth pulling is inazumas",5
"I started playing this game about 4-5 months ago, and I wanted to delete the game, but when Nod Krai came, my interest in this game increased. I have recommended this game to many of my friends. Now I am exploring Nod Krai with them. Hopefully, we will see many more new things. Thanks hoyobers for making Genshin impact",5
"main quests are getting even longer and more dragg, without appropriate pauses and chdckpoints. extremely frustrating to play now. have to spam tapping to try to speed up the quests, because it ls just unenjoyable.",1
"The reason why I give this a 3 star rate is because the places I've discovered already are not marked in my map. Places like the Statue of The Seven, etc. I'm currently in level 12, an adventure rank 6. Please fix this small problem. Edit: Now, I think you have fix this mistake, hoyo. So, thanks? I'm currently ar 36. But, too many female characters, I'm kinda disappointed.",4
"Why does my Genshin keep crashing while compiling shaders? It was running smoothly for the last two days, but this started happening after the update. I heard that PowerVR GPUs are no longer supported for Genshin. I really hope it works again because it’s so frustrating to wait 45 minutes for compiling, only for it to crash afterward. It’s such a waste of time",1
I would say if you like spending money you can play this game or I won't suggest it because this game literally made it difficult to farm. if you are a f2p player it will definitely take you years to get enough primogems to pull for a banner which even you don't know you'll get the character or not.,1
"Yeah, the game is free to play, but it's also a billion dollar company. There's an absurd amount of releases of female characters that we've mostly seen before, you have to click multiple times before something will actually happen (detriment for timed endgame content, and no my ping isn't high), a weird and archaic system that bars you from going to domains to improve characters except on Sundays for some reason, and much more. It's pretty frustrating not going to lie.",2
"Im glad that the devs are focusing on making the game better and more even for everyone to play but there are still many issues such the new gap between ptw and f2p players. Also I appreciate the devs making male characters relevant in the main story and making more (Flins, Varka, durin, etc.) Im truly really happy about that :D (2.0. player)",4
Game is by far the best mobile game ever. the downloading however is annoying. first you must install any updates then comes the verifying file update AND THEN comes the compiling shaders like guys just stick it all into one big update why do we have to wait 3 times for a download that should only happen once.,4
"It's over. Bye Genshin! It's been a journey with you. I used to play with you all day achieving this and that. But now, no, not anymore. Me and other players have been asking for the QoL (skip button, resin reservation for not logging in, fast in game exploration tools thats not locked behind characters, domains that don't bound on certain days, bosses rewards that's not restricted to quantity, etc) for years. Your competitor did it better. Now I see that the devs don't wanna improve their game",1
"this game is NOT f2p friendly. it's a big lie. there's literally so many unattainable rewards that seem impossible. idk why they thought it'll be a good idea to give bosses 40m hp and proceed to make mavuika (the strongest character in the game) hit max 3m Without whaling we get little to no rewards (primogems) each patch, cause I can't wait 2 whole patches to get 1 new character. if you're gonna make us slave away for wishes then add a damn skip button we need At least 75 wishes per patch.",1
"This game became my motivation, I was confused at first but i got used to it even if its kind of laggy because of my phone only having 64GB storage lol, im interested in the adventures here though. never knew this day would come but Genshin impact does not open anymore, it keeps kicking me out when im trying to open it, my potato phone is dying, kinda solved the problem by reinstalling but i can't even play properly without getting kicked out every 5 minutes of gameplay :/ +i have to redo quest",2
"1. Add a skip button. I do the main story but I don't really care about the side quests and some story quests also I have two accounts. 2. Add more quality of life features. You are getting outdated. 3. The accounts that choose lumine as their traveller should have dedicated lumine art towards them in game, wuthering waves does it and you should do it too because you are a Billion dollar company. It ruins my immersion when I see Aether on the archon quest poster or events front pages.",1
"Fontaine update adds an ugly water bubble diaper to characters when submerged which doesn't make sense since it doesn't really obscure anything. There was no changes to character models when gliding, climbing, running, swimming or any other time the camera is behind your character. But when submerged it looks really awful which is unfortunate since it feels like the majority of the new region is underwater. Still no change. new update wonderland is horrendous monetization is greedy",1
"By far the game i have spent the most time on, i love the game, lots of content to do. But game has been slacking off with f2p rewards lately, as someone who has completed every possible thing in game its very hard to get primogems especially with only 50~ pulls per patch which is very little considering max pity is 90, so not enough to even get one 5 star. Story, characters, gameplay and exploration are amazing but its becoming less attractive for old players.",1
"I have been playing genshin since v4.1 and I really like it's story and music as well as it's open world exploration, characters and their lore. talking about its optimization so in the beginning my phone runs genshin in 18-22 fps but right now it really is optimised and it runs smoothly with constant 30fps while playing and 60fps in settings, bags.",5
"hoyo, this is a great game. but I'm having problems lately. The game crashes on my device. Some people said that my device can't handle it anymore. I'm very sad about that. They'd say I need an upgrade but I can't afford it still. I really don't want to lose my account. Please help me...",2
"Amazing scenery, combat system, and music. Mediocre voice acting, fan-servicey character design, and a totally underwhelming gameplay loop. Even given my problems with the game I would've still given it a solid 4 stars until recently. With this newest update Hoyo has locked the long-awaited basic gameplay function of *character levels* behind a paywall. That's right. To realistically go from level 90-100 you need to spend money or literal years, plural, ***years*** of your life. How greedy.",1
"This game is no fun! There are predatory tactics to rage you into spending money by the game being awfull to play unless i have just the right 50 characters and the characters change every now and then. It is also full of basicaly naked women, and they release male characters rarely.",1
"Story wise too much talking. Gameplay wise, repetitive switching and spamming. Graphics wise, simple, but sometimes too simple. It's best described as...mid.",3
awesome game . but if it allowed to fight with players then enjoyment is boosting 10x also if it has some competition where players compete each other then it becomes world most interesting game. warning ⚠️ for low devise it had 40gb of storage and if your devise processor is weak and ram is less then 6gb then don't download it. 🫡,5
"Genshin Impact is hands down one of the most beautiful and immersive games I’ve ever played. The open world is breathtaking, filled with detailed landscapes, dynamic weather, and smooth combat. Each character feels unique, with amazing animations, stories, and elemental powers. The music and voice acting are top-notch, making every moment feel magical. The game keeps improving with every update — new regions, events, and storylines that never fail to impress. Whether you’re exploring, fighting",5
"Dying game. No new actual content planned for the next three months minimum while they try to push a bad roblox clone no one asked for. A game that used to be big on exploration stops releasing new areas and that should be pumping out skins for characters just refuses to, until they realized they could hyper monetize them in the roblox clone.",1
"the best game , you have to complete quests to obtain rewards which are supremely pleasurable. you can play with your friends in co op mode which is awesome and the difficulties you face in this game are unbelievably remarkable.",5
"I'm playing this game for exploration, combat, story etc. Not to play cards in the game.. or to be a bartender in a pub in the game for an hour, focus on things like combat and exploration, else the game will continue getting boring...",1
"it is the Best Adventure game I've ever played, full of spectacular things,quests, and more, I recommend this game, but You need a good device tho 😃. I hope you enjoy this game, the world is so big, a lot of things to discover!",5
"don't force TCG event anymore, its annoying and let TCG have an own application rather than using the genshin impact itself, genshin is an open world game not a card game. A new one, for Pete's sake!? can we have an option to remove like TCG and this useless miliastra? WHAT A USELESS ADDITIONAL STORAGE! This should be another app and not an extension for genshin impact!",1
It crashes my game everytime I get to the loading screen with the 7 elements. its like as soon as it gets to geo it just freezes my screen and exits the app. how do I fix this? I spent an hour and some change waiting for it to load and it doesn't even work.,1
"best game...if you can invest time...effortlessly... graphics are stunning,gameplay is fab...only one thing is required you should have aa good advice...to play the game otherwise..the game in unplable bec of size and big world..... I request developer to add ta feature...in which we can skip story telling and talks between main character and other .....it makes me feel bored Bec...only cinematics are interesting.. otherwise the talks take lot of precious time which I invest on game..",5
"Best open world game in mobile , to people who think this game is to big is IRRATIONAL AND UNEDUCATED, the game has big map and long story + many characters and voiceline also some cutscene . so it's pretty impressive how it's 40gb for it's size im expecting higher .",5
"best role playing gaming and adventure game ever played ♥️ graphics and the story are amazing 😍 and the animation are also really good, but the game size 💀💀 if you had a very powerful processor phone then you must have to try 🙏, you will thank me 😊.",5
"I can't log in In game after Luna 2 update I just started playing too and suddenly in just few days even game is avoiding me just cause my phone's processor powerVR Other than that my phone is more than capable to handle this game even at high graphics, completely disappointed, I don't even know if anyone's gonna read this",1
"this game is great, good and all but my problem rn is that it kept kicking me out of the game, i hope you fix this problem i kept deleting and installing this game over and over but it didnt fix. I'll rate this back to five stars if its fixed",1
"It's a really good game with nice graphics and it's free rom. The story quest, the adventure, and all the characters you can get is insane. At first I didn't know how to play on PC at all, but the game helps u learn. Pls when your doing the story quest do not skip the dialog cuz that's the whole reason it's there... All and all it's a reallllllly good game, and I recommend ppl to play it",5
"Make the wonderland gamemode optional to download for mobile players. Before the update I could easily play on max graphics, but since the update my phone keeps crashing while playing. A lot of people aren't interested in playing this new gamemode and it's just taking a lot of storage for no reason. Please make it uninstallable, I want to play the game without lag and crashes.",1
"I loved this game but recently Mihoyo just keep disappointing me ,cause the new gameplay in Nord-Krai isn't making fun anymore.In the old regions you could go around and feel joy while playing but the new regions deosn't give me that feeling anymore.And the designs of new characters are also getting worst.You know that genshin is a open world so that means that you can swipe your perspektive and see characters almost every side but is it really suitable to design characters like Lauma",1
"Genshin impact is nice to play and addictive. I like the scenery, story, lores and experience during battle. Although it is a simple mechanic. HOYO gives us a lot. Already. I appreciate they're hard working.",5
the latest patch doesn't include any new explorable maps. I assume this is because you're busy developing your Wonderland which no one asked for. You forced that content on your players and failed to focus on Genshin itself which proves how self-serving you are and don't have any regard for your playerbase at all.,1
"After new update, i can't play the game. When the 'compiling shaders' almost done, the game just closed on me. What's happening, please fix this. Every time it did, it says the issue was the game itself",2
I played genshin since 1.0 yeah I love this game so much but after recent update I can't even login to my acc anymore. My phone went blank while compiling shaders. My phone have a lot of space left for genshin. I even uninstalled and re-downloaded everything yet still not working.Idk if it was my phone or genshin error .,1
"I'm playing this game for a week now, when the new update suddenly change everything. everytime i load shader the shaders stop loads at 98.01% then kick you out of the game, and repeat the whole process again. The company stated that they no longer supporting powerVR GPU, so sad.",1
"this game is awesome, the graphics are really amazing, the characters are beautifully designed, mobility is easy to learn, and there is so much to explore. definitely would recommend.",5
"honestly would have rated it 5 before natlan, but they have been neglecting adding male charaters and the stories have just been gatcha bait not the quality they used to have. still a fun game with a good story. just getting progressively worse as it goes...",4
"I really enjoy playing Genshin Impact. The game has beautiful graphics and the story is very good. But I am from India and I don't know much English. So I can't understand the story fully. I have a lot of fun playing the game, but because the story is in English, I have to skip it. Please add a ""skip"" button for story or cutscenes, so players like me can enjoy the gameplay easily just like a wuthering waves to skip the dialogue. Thank you!",4
"They wasted a ton of opportunities to make the game better, just for them to add the greediest paywall they've ever implemented. I won't support the game in any way after this.",1
The game now crashes halfway through “Compiling Shaders” on my Redmi Note 14 5G. Turns out HoYoverse blacklisted PowerVR GPUs instead of optimizing. Great way to lock out thousands of players whose devices ran the game perfectly fine before. Not everyone can buy a new phone just to play. Terrible decision and poor communication. 1★ until fixed.,1
"This game used to be great. Now it's just a total toddler chore game with the addition of forced long unskippable random dialogues about nonsenses barely related (if any) to the main story. They added a new 'abyss' called 'theater' to earn more primogems, where you barely able to use the characters you tried to hard to get and build for months if not years. This 'theater' ultimately just mean extra chore for players, it means nothing as they made the abyss refresh at a longer time.",2
"I would have given it 5 star , I just want that we can use every domains everyday the scheduling system is so wrong , I keep forgetting the day that we have to farm! you should also consider adding more ways to earn primogems for higher level (54) not everyone can afford spending on games so you should consider adding some kind of jobs that's can help you get primos like some Bounty after defeating the given boss we can earn upto 200-300 primos a week it will be good",4
"I am tired of doing tasks and I am rewarded with a poop and my characters do not hit the new bosses, not even the banner guarantees me what I want, I have abandoned this game about 5 times I have installed again pq if Genshin is a masterpiece and I have very nice memories of the game but it is q Hoyo is very bad with his players, they want to take money out of our pocket to throw, I do not want you give me anything but do something just.",1
"I have a Xiaomi phone with 12 GB of ram and I can run the game no problem sometimes. But most of the time the game makes me get stuck at the login screen. When I try to log in, the game just says ""Network Error, Please check your internet connection and try again."" I tried everything to fix this, uninstalling and reinstalling, checking permissions to see if it can access my WiFi... but the only thing that works is switching to a mobile data connection and then logging in. Please fix this issue.",1
"I really really likr thr game, but i have a hard time logging into my account from another device so i had to start all over again. Its really stressing to think i lost all my progress and all. I still live it though",5
"my device isn't even bad but now the game is unplayable ever since the 6.1 my device keeps crashing during compiling shaders and ive tried all sorts of troubleshooting. ive been playing for three years and have spent over 13k on this game, i also have welkin but i cant even log in and claim it",1
"The latest update ruined all the fun. In most of the Tecno POVA series phones in various versions. Presumably, these phones can run the game on above-average settings smoothly. But with the latest update. The tires are now descending to about 15 frames per second. Even with minimal graphics settings I don't want to miss a thing in the game. But with this situation, playing is not fun at all with the new update. I hope you fix the problem quickly.",3
"Genshin Impact is a 5/5 masterpiece. Stunning open-world, addictive F2P exploration, and deep, strategic combat via Elemental Reactions. Hundreds of hours of content! CRITICAL ISSUE: Progress is permanently locked to one server (America/Europe/Asia). This blocks co-op with friends in other regions and causes high ping. Urgent request for server migration or cross-server progress. Fix this for global play perfection!",5
"Very frustrating game, the story is good, the combat is good character is ok the open world the bosses are also good but gotcha system is scam, always lost on gotcha system played for 4 months I received only standard character as I progress on the game more tougher boss I encountered but the character I got is weak, uninstalling this game super frustrating",1
Changed my review since my phone cannot run the game anymore and keeps getting stuck on compiling shaders. I have been seeing complaints regarding the game not supporting Mediatek anymore and most phones. It's really frustrating.,1
I've been playing for a while and it's a very good game but since yesterday I haven't been able to log into the game. Every time I get to 97% of shaders compilement the game exited by itself. I wish for the issue to be solved,1
"this was one of the best games I had ever tried and the graphics are amazing. I'm glad I found this. there is lots of places to go, lots of gear to find, lots of chests and the awesome chacters",5
"Used to be F2P friendly, now even the new lvl100 is paygated, old characters are irrelevant in the new meta, every patch brings mechanics specific to new characters so players without them feel lost. I had built my Raiden since she was my favourite, now Veresa does more damage in a plunge, and Flins does more damage in 3 seconds than Raiden in her whole burst combo",1
"It's okay the only thing is that there's a bug in the Artifact transmuter device where instead of giving me a Obsidian Codex Goblet it gave me a lightkeepers set. please fix this immediately update: after 6.0 came out I've been experiencing bugs like, the quest friends of moleyvalley where after removing the energy core again there's no dialogue I'm just stuck at the quest please fix this it ruins my gameplay",2
"I love, it it's one of the best games I've ever played.the animation is peak and fighting in that game is pretty hard if ur knew but If u got the hang of it it's easy. the fact we can switch threw the characters glid is really fun to me",5
"I loved this game and played it endlessly, but since Sumeru it feels overwhelming. With every region, farming primogems and solving puzzles has become harder, and I still have items I don’t know how to use. The game is still beautiful and dear to me, but recent updates feel stuffed and have lost the spark of the early days. I miss the simplicity and balance that once made it so addictive. Now I end up coming back when I see a new banner or something new to gather primogems and characters :'(.",5
"this game is no more for f2p player... no fun, hard enemies, p2w player use their money to up char lvl to 100. want to beat abyss use money.. beat theatre use money too.. because the next stage the hardest the enemy..so advantage for p2w player can beat enemy that easily..i like the old one when the enemy is quite challenging but not that very hard to beat. this game is not my fav anymore... the 4* char doesn't even have function. can't be dps, several char can be support but not that supportive",1
honestly really good for casual use. don't actually need to spend lots as most characters are fairly comparable. Grinding is a real chore . for example I have a nevueliete but grinding it's resources to the recommended lvl 80 is soo hard . Like bro I wanna use this op character now not in 10 years,5
"Short and sweet, just dont waist your time on this game especially if you are f2p, if you have thousands of dollars to just spend on any game then be my guest you will enjoy this game but if you dont have that kind of money then i HIGHLY recommend NOT installing this trash game.",1
My genshin keeps crashing after the Nefer update this morning whenever the compiling shaders reaches go 97% it will automatically kick me out of the game and when i try to open it again the compiling shaders is back from the start i also tried various things on how to fix it but its still crashing my phone can't be the problem becouse my phone is a Redmi Note 15 5g,1
"unfortunately greedy company, yes you can enjoy the game being f2p as long as you are okay and aware that anyone who comes in for a few months and drops a boat load of cash can probably clear end game content faster than someone f2p of 7 years, you can play obviously for story ignoring the combat almost completely of you have hundreds to thousands probably of hours to spend listening to subpar writing, dialogue and slideshow type quests.",1
"not enough rewards to keep up with the gacha system. the characters have to wait too long to get a rerun. but the game is good, the design, combat and story. the serenity teapot is fun as well.",3
"Good, but just make more male characters and stop making a lot of female characters, and that is some player's wish and Lauma's design shouldn't be like that because some players are 12 and they shouldn't see that and I hope you will fix it and we need button skip like in Honkai: Star Rail and Zenless zone zero and it will be better for some players",5
"This Miliastra Wonderland needs to get its own game. Please make it separately from genshin as it is consuming space and the rewards seem to have been reduced this update in the main game because of this. We didn't even get the usual primo redeem code which we always get on the day of update instead it was for this roblox knockoff. Sorry if this continues then it's a quit from my side nobody asked for this and it's actually bad in every way, make it an optional update and increase rewards.",2
"This game is just so good, it has a great graphics, fun mechanism, amazing lore/story, and the character are awesome. I still don't understand why many people hate this game and call it something bad, no game can ever compare to this masterpiece",5
"I personally love this game. Even after a 2 year break from 2021-2023, I still find it entertaining. The characters' designs are nice and energetic, but I don't understand why I have art of the other twin instead of the one I chose? I chose the specific twin because I liked their design more. It's also disappointing the lack of skin colors in the game it ranges from paper white to an ashy brown. The game clearly knows how to make darker skin tones and how to include different hairstyles of poc.",3
